30.114649,33.214336,28.762629,30.725985,30.725985,6195367211,0.45926,,
30.774588,31.302494,25.298985,26.815397,26.815397,8142085995,0.41886,,
27.248323,29.440935,26.347179,28.890575,28.890575,4947386302,0.55919,,
28.878597,29.8617,28.214598,29.267809,29.267809,3384575315,0.54643,,
29.14027,30.678612,27.902906,29.248257,29.248257,7585969976,0.37421,,
29.40144,30.874727,28.344919,30.243954,30.243954,5360274477,0.42098,,
29.764303,30.008181,27.534389,28.177591,28.177591,3912850148,0.41673,,
27.985493,29.652588,27.057156,28.829865,28.829865,3204028926,0.31467,,
28.69145,31.113705,27.96822,30.684002,30.684002,5162400628,0.40398,,
30.757639,35.529999,30.293016,32.420811,32.420811,17724788676,2.2878,,
32.426834,32.585381,30.059668,30.915657,30.915657,6369397087,2.11132,,
30.990736,31.597956,30.330627,30.985874,30.985874,5359979268,1.38629,,
30.976,31.127745,29.709394,29.709394,29.709394,5555971365,1.29911,,
29.668798,31.008476,29.211388,30.783184,30.783184,5967903834,1.13327,,
30.720926,33.023445,30.094782,33.023445,33.023445,6677358081,1.79027,,
33.012383,43.227856,32.666069,39.419128,39.419128,33120987687,5.22622,,
39.729977,62.24659,39.76403,55.146877,55.146877,84778030413,24.54073,,
55.183392,142.657013,52.250175,129.725861,129.725861,2.60E+11,22.78873,,
128.091064,157.966553,88.043503,96.95623,96.95623,2.28E+11,100,,
102.589493,139.281891,102.733788,130.34639,130.34639,1.35E+11,47.98647,,
126.800766,142.184601,122.562904,142.184601,142.184601,79732142272,27.64075,,
142.48877,150.321533,139.781525,143.265976,143.265976,61389688122,17.88994,,
143.265976,150.701477,135.25296,142.682388,142.682388,50292223839,14.89411,,
142.399872,158.355789,137.459961,147.444763,147.444763,82900598454,22.25506,,
147.178894,148.271133,137.596146,138.357635,138.357635,54676592586,15.36613,,
137.554535,145.477554,124.319092,128.7556,128.7556,82700610432,18.43638,,
128.675842,135.562943,115.256683,115.256683,115.256683,77592244762,19.72061,,
115.956947,131.812271,108.354881,126.070457,126.070457,76530386940,16.65249,,
125.284325,151.39592,123.991577,130.595078,130.595078,69123494910,9.68702,,
130.797089,130.797089,109.330215,120.405899,120.405899,50634435646,8.13701,,
118.927582,132.042847,118.589249,132.042847,132.042847,42984010698,9.47227,,
131.818771,150.635727,124.753265,146.108551,146.108551,65536983000,7.84146,,
145.942673,154.280411,133.503494,145.582077,145.582077,66757152000,9.64874,,
144.916428,261.888702,143.260605,261.888702,261.888702,3.36E+11,15.42354,,
253.682419,253.9646,203.902283,232.241425,232.241425,2.26E+11,30.16669,,
231.597351,486.522552,222.195297,440.25528,440.25528,6.32E+11,22.24017,,
420.79184,644.520081,411.259247,558.674072,558.674072,6.84E+11,58.26458,,
557.506653,574.14386,507.609009,562.452148,562.452148,2.75E+11,39.19033,,
564.698914,641.0896,543.329346,576.011536,576.011536,3.03E+11,38.39513,,
578.648315,579.283386,479.644562,525.038208,525.038208,1.98E+11,28.20845,,
529.248047,565.456177,492.615448,516.231995,516.231995,1.76E+11,29.18225,,
517.44519,516.956665,315.972412,438.394684,438.394684,1.63E+11,24.37701,,
446.222595,484.92923,422.692596,445.799438,445.799438,95684500100,15.28108,,
448.635559,448.635559,373.670776,420.139252,420.139252,72573445869,13.33772,,
422.617859,472.717072,390.725006,448.160645,448.160645,1.32E+11,14.02024,,
445.157562,462.475769,436.981781,460.617035,460.617035,1.02E+11,17.46257,,
459.157104,462.626343,431.180359,444.688324,444.688324,88113417020,15.62978,,
442.373505,449.097229,394.190918,436.05658,436.05658,87985247290,12.88697,,
439.004272,593.83905,430.859863,564.428589,564.428589,2.84E+11,14.83032,,
563.380371,828.980042,502.85318,681.669556,681.669556,6.88E+11,40.82964,,
685.229065,804.511047,684.92627,767.374756,767.374756,3.26E+11,36.43051,,
766.470581,777.643005,716.450378,776.201904,776.201904,1.60E+11,22.13811,,
771.961121,844.176331,740.843933,831.490845,831.490845,3.08E+11,26.0142,,
828.40332,1154.892334,827.309204,1148.693481,1148.693481,6.99E+11,33.30073,,
1163.9823,1414.673096,1101.226807,1182.237305,1182.237305,6.30E+11,55.46011,,
1242.754028,1330.320435,958.408875,1061.531616,1061.531616,5.40E+11,42.58589,,
1058.813965,1119.358643,986.792358,1090.833374,1090.833374,3.16E+11,30.77479,,
1087.647339,1107.7146,1052.8573,1069.565674,1069.565674,2.40E+11,33.17103,,
1059.818359,1060.987549,815.637329,959.783569,959.783569,2.82E+11,38.31859,,
958.911316,981.120911,852.856873,873.217102,873.217102,2.25E+11,34.51905,,
874.427124,874.858887,722.203247,848.393555,848.393555,2.53E+11,36.1137,,
846.683167,846.532837,613.313538,733.289612,733.289612,2.44E+11,22.1126,,
741.126221,987.272827,703.062866,950.460999,950.460999,3.87E+11,17.64968,,
971.537231,1026.515137,885.838684,936.287292,936.287292,3.32E+11,19.23583,,
933.996704,933.996704,793.735291,847.028198,847.028198,1.70E+11,14.56667,,
840.164429,939.973328,825.597046,826.742615,826.742615,1.03E+12,16.64186,,
828.902405,830.58075,510.223663,665.63623,665.63623,1.73E+12,16.03163,,
