1.282867,1.408192,1.277436,1.345031,1.345031,2498519560,0.0353,1.282867,,
1.331033,1.354841,1.119887,1.16089,1.16089,3678307085,0.04752,1.331033,,
1.170262,1.356264,1.143393,1.3558,1.3558,2777682514,0.05337,1.170262,,
1.344192,1.384514,1.260227,1.321454,1.321454,2968433975,0.043,1.344192,,
1.326854,1.489592,1.31548,1.480662,1.480662,3141295884,0.0353,1.326854,,
1.490815,1.56026,1.416168,1.524578,1.524578,3753638536,0.04584,1.490815,,
1.514665,1.529295,1.393294,1.435748,1.435748,3047607634,0.03145,1.514665,,
1.430084,1.5138,1.371034,1.501008,1.501008,1802075623,0.02928,1.430084,,
1.481733,1.554078,1.465552,1.503625,1.503625,1564240003,0.1173,1.481733,,
1.501647,1.56547,1.479076,1.527328,1.527328,2346909146,0.09236,1.501647,,
1.545806,1.57298,1.428499,1.515844,1.515844,3325758975,0.06643,1.545806,,
1.529038,2.227405,1.500914,1.978593,1.978593,20449839095,0.05036,1.529038,,
1.974523,2.432708,1.974341,2.046929,2.046929,28283242575,0.06961,1.974523,,
2.100645,2.142326,1.938914,2.069588,2.069588,10397028076,0.06408,2.100645,,
2.085347,2.246976,2.035639,2.246976,2.246976,5890440987,0.05019,2.085347,,
2.247963,2.31292,2.03889,2.198594,2.198594,8322186437,0.06124,2.247963,,
2.169397,2.212097,2.054234,2.166929,2.166929,6742572958,0.07898,2.169397,,
2.17058,2.559481,2.124501,2.559481,2.559481,9010890134,0.06626,2.17058,,
2.527327,2.78238,2.155375,2.24829,2.24829,11970908496,0.11763,2.527327,,
2.213027,2.468749,2.050584,2.260618,2.260618,5348863087,0.06994,2.213027,,
2.229794,2.424374,2.137047,2.325189,2.325189,5691746332,0.07596,2.229794,,
2.29672,2.394586,2.183797,2.325817,2.325817,5388730505,0.0855,2.29672,,
2.264646,2.533348,2.241479,2.406485,2.406485,5143697816,0.0932,2.264646,,
2.388288,2.685637,2.371853,2.673322,2.673322,6844456108,0.11211,2.388288,,
2.684923,2.909453,2.637833,2.690891,2.690891,9520356529,0.14039,2.684923,,
2.707257,2.909252,2.66698,2.909252,2.909252,9886163014,0.0937,2.707257,,
2.820563,3.122312,2.746219,2.971671,2.971671,17216562471,0.10625,2.820563,,
2.982399,3.113338,2.542502,3.034339,3.034339,12881209560,0.08768,2.982399,,
3.026084,3.107634,2.648162,2.85724,2.85724,7167482081,0.07145,3.026084,,
2.846715,2.994224,2.518385,2.780491,2.780491,6130425805,0.08383,2.846715,,
2.798746,3.1486,2.768804,3.04334,3.04334,7633385235,0.10541,2.798746,,
3.039695,3.691754,2.904366,3.605381,3.605381,20983209750,0.11813,3.039695,,
3.607662,4.223707,3.518566,3.752083,3.752083,33772559744,0.13553,3.607662,,
3.739723,4.044354,3.721314,4.034646,4.034646,25482786098,0.15561,3.739723,,
3.992679,4.143931,3.785927,4.092792,4.092792,20718702210,0.10876,3.992679,,
4.098471,6.800623,3.957646,6.455123,6.455123,1.48E+11,0.16281,4.098471,,
6.437117,8.298382,6.077648,6.516429,6.516429,1.08E+11,0.53546,6.437117,,
6.466933,7.393716,6.13037,6.982031,6.982031,47929961520,0.44142,6.466933,,
6.94821,7.25806,5.936723,6.143101,6.143101,42160264797,0.38269,6.94821,,
6.092686,7.623579,5.302891,7.194159,7.194159,73244921800,0.23627,6.092686,,
7.271767,9.461542,7.104794,8.020912,8.020912,1.72E+11,0.62415,7.271767,,
7.979632,8.235892,5.101786,6.518293,6.518293,68581769886,0.2105,7.979632,,
6.605369,8.695418,6.578494,7.816282,7.816282,75525885801,0.23259,6.605369,,
7.840756,9.636688,6.43266,9.244972,9.244972,1.55E+11,0.41749,7.840756,,
9.316207,11.558243,9.242738,9.612824,9.612824,1.92E+11,0.53111,9.316207,,
9.617797,10.368697,8.795957,10.117675,10.117675,1.34E+11,0.29751,9.617797,,
10.043282,10.303515,9.15227,9.525665,9.525665,68312790585,0.19393,10.043282,,
9.508443,9.511365,8.255943,9.075944,9.075944,54762564325,0.16147,9.508443,,
9.105165,10.105893,8.704056,10.014174,10.014174,66621359113,0.16214,9.105165,,
9.986235,10.072536,7.878694,8.382148,8.382148,59903654661,0.15076,9.986235,,
8.32064,9.884431,8.17748,9.565957,9.565957,66380886500,0.18339,8.32064,,
9.629186,9.659873,8.637514,9.489961,9.489961,53919652725,0.2351,9.629186,,
9.45159,10.189437,9.084232,9.716567,9.716567,95012207759,0.38001,9.45159,,
9.656037,10.204553,9.46834,9.915591,9.915591,70592312606,0.52542,9.656037,,
9.943296,10.656142,9.312902,10.233571,10.233571,1.16E+11,0.62917,9.943296,,
10.250782,13.044652,10.173621,12.92146,12.92146,2.26E+11,0.77809,10.250782,,
12.984543,16.766644,12.984543,15.784399,15.784399,3.01E+11,1.10707,12.984543,,
15.582408,19.937244,15.481093,18.122019,18.122019,3.06E+11,1.26169,15.582408,,
18.150547,18.831841,14.689258,16.062193,16.062193,2.51E+11,1.35339,18.150547,,
16.090485,16.597685,13.947846,14.383261,14.383261,1.24E+11,1.5751,16.090485,,
14.526878,14.534144,12.256218,14.015186,14.015186,1.07E+11,0.84704,14.526878,,
13.927042,14.088393,11.770692,12.216984,12.216984,66810847180,0.41063,13.927042,,
12.227742,14.125444,11.89955,13.82641,13.82641,60332606700,0.3539,12.227742,,
13.827363,14.458209,13.214626,13.79178,13.79178,59188145400,0.38319,13.827363,,
13.827786,13.965245,12.013085,12.336495,12.336495,69576164200,0.25986,13.827786,,
12.279588,12.484138,10.458655,10.466677,10.466677,66647546175,0.30203,12.279588,,
10.473345,10.494551,6.029166,7.248409,7.248409,72354038016,0.20983,10.473345,,
7.237168,8.25247,5.867136,8.15749,8.15749,62767122306,0.19912,7.237168,,
8.149597,9.331266,7.691072,8.523647,8.523647,60539177273,0.17218,8.149597,,
8.420131,8.989508,7.952483,8.398796,8.398796,32371528827,0.17737,8.420131,,
8.491197,9.228943,8.491197,9.014518,9.014518,24515891851,0.14557,8.491197,,
9.003922,9.003922,7.445229,7.604373,7.604373,24454940516,0.12583,9.003922,,
7.676267,8.121803,6.745029,7.196896,7.196896,21342639366,0.14189,7.676267,,
7.185556,7.563663,6.696811,7.159637,7.159637,19185812349,0.15227,7.185556,,
7.125906,7.668958,6.917808,7.539223,7.539223,18573499061,0.1772,7.125906,,
7.615572,8.269408,7.587389,8.163975,8.163975,22713038178,0.21736,7.615572,,
8.202076,8.48468,7.222556,7.697471,7.697471,20818468341,0.16632,8.202076,,
7.700758,8.025443,7.624333,7.842141,7.842141,12416113543,0.14976,7.700758,,
7.880582,8.170422,7.803955,7.935499,7.935499,14958420463,0.1429,7.880582,,
7.868429,7.995727,7.342959,7.453452,7.453452,13985994573,0.14624,7.868429,,
7.455281,7.487307,6.374861,6.460577,6.460577,17005928427,0.14792,7.455281,,
6.435759,6.618894,6.166769,6.425275,6.425275,15773659582,0.09337,6.435759,,
6.437281,6.523452,5.124825,5.386672,5.386672,20081545083,0.08969,6.437281,,
5.379625,5.381182,3.583932,4.872926,4.872926,32576019300,0.08031,5.379625,,
4.901883,5.984404,4.529565,5.623727,5.623727,19621710900,0.07613,4.901883,,
5.643318,5.790496,4.547225,4.795218,4.795218,14129051312,0.06358,5.643318,,
4.792809,4.871962,3.6826,3.863024,3.863024,13655285490,0.07228,4.792809,,
3.875062,4.77225,3.30564,4.706253,4.706253,20655873675,0.08031,3.875062,,
4.656003,5.19248,4.266792,4.68099,4.68099,14151155138,0.06927,4.656003,,
4.644027,5.315597,4.638144,5.003828,5.003828,10369772505,0.06793,4.644027,,
4.996935,5.43526,4.703501,5.423513,5.423513,12137565767,0.0609,4.996935,,
5.403522,5.90131,5.14613,5.411918,5.411918,18132753791,0.06141,5.403522,,
5.389042,5.621335,4.995491,5.368701,5.368701,12250662262,0.06074,5.389042,,
5.377389,5.963562,5.376892,5.924369,5.924369,12043723395,0.06592,5.377389,,
5.92713,6.155574,5.710492,6.109888,6.109888,15335303363,0.06023,5.92713,,
6.102225,7.355544,6.101155,7.201365,7.201365,43363912726,0.0937,6.102225,,
7.187219,8.471464,7.184496,7.810558,7.810558,46003488750,0.08885,7.187219,,
7.755439,7.950987,6.935456,7.49925,7.49925,28311502641,0.07078,7.755439,,
7.531481,7.806931,7.306237,7.516032,7.516032,19546567889,0.05772,7.531481,,
7.584919,7.617139,6.7491,6.846386,6.846386,16295692805,0.0604,7.584919,,
6.830796,7.396468,6.770681,7.143003,7.143003,13886929680,0.0686,6.830796,,
7.124283,8.892552,6.847549,7.609436,7.609436,1.16E+11,0.3022,7.124283,,
7.601552,7.943495,6.821259,7.073458,7.073458,39568192404,0.25267,7.601552,,
7.059194,7.437157,6.591372,6.760348,6.760348,21997591170,0.10106,7.059194,,
6.754072,7.48151,6.50659,7.15313,7.15313,20864178000,0.09002,6.754072,,
7.172842,7.422356,6.596493,6.804936,6.804936,16879534800,0.08483,7.172842,,
6.801794,6.898117,6.452245,6.613541,6.613541,12660817548,0.06626,6.801794,,
6.641804,6.952486,6.389968,6.780679,6.780679,12909660734,0.07546,6.641804,,
6.806149,7.029407,6.714454,6.797356,6.797356,13183786893,0.06509,6.806149,,
6.774568,6.987442,6.518262,6.531327,6.531327,14355252900,0.0589,6.774568,,
6.557124,6.834816,6.452605,6.724111,6.724111,16789667328,0.05806,6.557124,,
6.679991,6.730025,5.875667,5.913012,5.913012,24268475489,0.06609,6.679991,,
5.925934,6.20895,5.588466,5.717909,5.717909,23240376050,0.06609,5.925934,,
