Open,High,Low,Close,Adj Close,Volume,Search Vol
66301.8125,66139.47656,57836.76953,58162.26563,58162.26563,3.90E+11,0.29398
57755.39063,60834.44141,57749.28516,60585.71875,60585.71875,3.18E+11,0.21506
60477.55859,61349.97266,60148.01172,60472.69531,60472.69531,2.69E+11,0.27031
60537.63672,60853.76953,58848.53125,59076.65625,59076.65625,2.74E+11,0.20322
59061.26172,65138.92188,58762.47656,62340.48047,62340.48047,4.90E+11,0.29004
62437.60547,62421.35156,60266.97656,60730.48438,60730.48438,3.17E+11,0.29398
60951.42188,60977.46875,59767.14844,60553.93359,60553.93359,3.33E+11,0.23677
60604.48047,61047.62109,59289.03125,59761.43359,59761.43359,3.37E+11,0.22887
59790.33203,60632.32031,59174.64063,60025.11719,60025.11719,3.08E+11,0.18349
60078.21484,60473.31641,59720.98828,60413.09375,60413.09375,2.93E+11,0.146
60494.49219,60825.44141,59648.63672,59933.49219,59933.49219,3.10E+11,0.1539
59784.89453,60061.53906,58962.75,59106.30078,59106.30078,2.98E+11,0.19138
59143.77734,60091.26172,59033.67188,59765.72656,59765.72656,3.16E+11,0.19336
59669.26563,60137.57422,59495.23828,59798.83203,59798.83203,3.31E+11,0.23282
59768.20313,59590.5625,59175.67578,59345.81641,59345.81641,2.74E+11,0.21506
59328.77344,59853.11719,59068.80859,59356.27734,59356.27734,3.34E+11,0.15587
59389.20313,59653.38281,58985.99609,59166.12891,59166.12891,3.56E+11,0.13811
59303.18359,59438.74219,58713.15234,59234.71875,59234.71875,3.82E+11,0.22493
59115.19531,59438.26172,55407.40234,56092.04688,56092.04688,4.26E+11,0.21309
56006.42969,56310,55604.25391,56073.48438,56073.48438,3.36E+11,0.21309
56185.88672,57021.5625,55149.69531,56459.72266,56459.72266,4.69E+11,0.21703
56597.66797,58061.98047,56399.45313,56812.27344,56812.27344,3.63E+11,0.18152
56888.66797,57801.11719,56665.20313,57387.72266,57387.72266,4.06E+11,0.31372
57350.71875,57421.59766,56750.57422,56988.26172,56988.26172,3.63E+11,0.17757
57002.57422,61673.15625,56811.95313,59883.01953,59883.01953,4.93E+11,0.20914
59861.57422,61152.16797,59671.30078,60108.39844,60108.39844,4.47E+11,0.32358
60283.74219,62714.45703,59997.11719,62714.45703,62714.45703,4.16E+11,0.26242
62825.32422,63001.80859,60028.20313,60495.40625,60495.40625,4.30E+11,0.23677
60499.3125,60918.11328,58692.73828,58685.44531,58685.44531,3.94E+11,0.2486
58675.69531,59357.01953,58412.125,58675.69531,58675.69531,4.37E+11,0.20914
58710.51953,59583.03125,58617.125,59246.52344,59246.52344,3.65E+11,0.1539
59152.79297,59323.74609,56811.95703,58140.44141,58140.44141,4.64E+11,0.2052
58267.44141,58404.77734,57514.81641,57655.37891,57655.37891,4.42E+11,0.31569
57640.23828,57683.10547,55882.66016,56258.53906,56258.53906,4.03E+11,0.20125
56125.29688,57094.78906,47496.09375,49373.09375,49373.09375,6.85E+11,0.26636
49505.44141,50145.65234,46075.41406,49580.27734,49580.27734,6.64E+11,0.26044
49594.71484,49618.17969,47200.12109,47617.65625,47617.65625,4.62E+11,0.1756
47651.1875,47651.1875,46724.94141,47023.26172,47023.26172,3.71E+11,0.146
47201.91406,48283.16797,47110.17578,47589.25781,47589.25781,3.96E+11,0.09865
47602.1875,47602.1875,40494.46484,41296.35156,41296.35156,6.44E+11,0.2269
41219.03516,42759.21094,35400.375,37356.46875,37356.46875,7.00E+11,0.23874
37380.20703,39463.11719,36133.83594,39463.11719,39463.11719,5.74E+11,0.21506
39488.38672,39424.21875,36586.83203,36586.83203,36586.83203,5.32E+11,0.16771
36390.34766,37393.21484,35184.44531,36467.49219,36467.49219,5.25E+11,0.19336
36580.88672,37586.70313,32614.06055,33128.48828,33128.48828,4.50E+11,0.13416
33138.80469,36185.80078,30696.38086,35050.28906,35050.28906,6.51E+11,0.24466
35023.625,36256.44531,32002.76758,33229.42969,33229.42969,5.98E+11,0.1756
33227.84766,35445.28906,32559.75781,35141.45313,35141.45313,5.50E+11,0.18547
35195.85938,40426.29688,35008.29688,38854.50781,38854.50781,6.44E+11,0.18744
38958.68359,39821.94922,37139.67969,37792.30469,37792.30469,5.33E+11,0.22887
37794.23828,38381.73828,35246.85547,35926.96484,35926.96484,4.83E+11,0.14798
36000.72656,39389.25,35300.0625,38478.79297,38478.79297,4.80E+11,0.10851
38391.02734,39370.21875,37459.56641,37704.78906,37704.78906,4.56E+11,0.11246
37813.43359,37803.28906,33848.51563,34467.50391,34467.50391,4.79E+11,0.15587
34392.9375,35634.92578,33688.69922,34666.49609,34666.49609,4.43E+11,0.12233
34699.53906,34911.28125,32586.14648,32598.86328,32598.86328,4.36E+11,0.17363
32547.39453,34022.84375,30165.17383,30191.71875,30191.71875,5.06E+11,0.12627
30151.69727,30151.69727,25833.32227,28446.82227,28446.82227,5.85E+11,0.15982
28284.5918,29972.18359,26594.4375,27986.93945,27986.93945,5.68E+11,0.1756
27918.92578,30293.57813,27918.92578,29143.95508,29143.95508,5.30E+11,0.1539
29104.26563,29348.45508,27651.12891,27879.41211,27879.41211,4.80E+11,0.16771
27859.80859,28190.11719,26520.60938,26865.75195,26865.75195,4.36E+11,0.15982
26858.47266,28399.30859,26715.47852,27551.88477,27551.88477,4.14E+11,0.16771
27593.30859,27751.18555,26571.81836,26700.90234,26700.90234,3.71E+11,0.13614
26675.65234,26896.69922,25871.94531,26577.80469,26577.80469,3.61E+11,0.13811
26576.16406,27305.13867,26438.05078,26927.14258,26927.14258,3.30E+11,0.11246
26933.44336,30271.39648,26931.99219,28987.14648,28987.14648,4.81E+11,0.25058
29084.05078,34337.51953,29084.05078,33051.11719,33051.11719,6.93E+11,0.42815
33048.42578,33956.53516,31901.73242,33940.07422,33940.07422,5.54E+11,0.39264
34149.05469,35775.45313,33266.74609,33522.28906,33522.28906,5.71E+11,0.31569
33433.35938,37411.10156,33165.86719,36795.91797,36795.91797,8.93E+11,0.26242
36701.46484,38544.99219,34197.29297,34769.98047,34769.98047,6.17E+11,0.28412
34803.85547,35965.94531,34247.76172,35965.94531,35965.94531,4.74E+11,0.11838
36119.78125,38552.64063,35857.24219,37759.19141,37759.19141,6.26E+11,0.14008
37774.89063,41139.07031,37323.67578,37323.67578,37323.67578,6.03E+11,0.25255
37554.08203,37564.94531,34255.34375,34983.46484,34983.46484,5.72E+11,0.14403
34937.54688,36232.09766,33493.57813,34970.67578,34970.67578,5.24E+11,0.16179
34943.89844,35195.17578,31524.64453,31704.50781,31704.50781,4.95E+11,0.15587
31711.33398,37190.27344,31704.87891,36316.25391,36316.25391,5.44E+11,0.12627
36369.42188,37240.97656,35210.05078,35269.78516,35269.78516,4.37E+11,0.11838
35111.27344,36167.98438,34816.11328,35727.20313,35727.20313,4.53E+11,0.10654
35728.00391,35756.83203,33590.96094,33926.36328,33926.36328,4.09E+11,0.11838
33915.41797,35764.73047,33702.48047,35651.55078,35651.55078,4.23E+11,0.073
35697.58984,37946.52344,35546.125,37549.30078,37549.30078,4.65E+11,0.15982
37459.33203,37609.98828,35557.33594,36032.85938,36032.85938,3.88E+11,0.14206
36021.41016,37140.03906,35304.37891,36190.25781,36190.25781,4.37E+11,0.21703
36124.78516,40366.85156,36124.30469,39018.875,39018.875,7.15E+11,0.21112
38918.75391,44627.94922,38848.21484,43833.94141,43833.94141,9.03E+11,0.67676
43812.63281,44249.84766,42032.19531,42244.73438,42244.73438,6.56E+11,0.66295
42370.67969,46032.69922,42370.67969,44298.21875,44298.21875,7.23E+11,0.36107
44260.89453,45181.73047,43512.30859,43652.20313,43652.20313,5.65E+11,0.38869
43654,44326.20313,36923.55078,37850.35156,37850.35156,7.84E+11,0.34331
37646.34375,38122.21094,35842.10938,36162.125,36162.125,7.04E+11,0.19533
36305.95313,36840.83203,35829.75781,36220.57422,36220.57422,5.50E+11,0.1026
36233.32031,37064.04297,33718.97656,33955.64844,33955.64844,6.32E+11,0.10851
34006.24609,36710.38672,33922.04297,36337.33594,36337.33594,6.66E+11,0.13614
36366.49219,36733.33594,34900.58203,35391.23828,35391.23828,5.92E+11,0.1973
35314.31641,36190.125,35070.09766,35638.57031,35638.57031,6.04E+11,0.12233
35668.46484,35803.51563,34467.41406,35764.07813,35764.07813,6.83E+11,0.09273
35791.89063,35804.69922,34835.85156,35250.39063,35250.39063,6.38E+11,0.56035
35440.33984,37286.22266,35314.49219,36645.51953,36645.51953,6.59E+11,0.15192
36577.20703,37550.01172,34834.96484,35127.97656,35127.97656,6.58E+11,0.12825
35141.77734,35310.79297,35010.54297,35376.04297,35376.04297,6.02E+11,0.07497
35376.53516,36205.39844,34347.84766,35839.70703,35839.70703,6.67E+11,0.146
35822.28516,36525.11719,35607.37109,36043.80469,36043.80469,6.91E+11,0.13811
36089.99609,37297.20313,35497.47266,36963.58594,36963.58594,6.93E+11,0.11246
37013.57422,37408.28125,36090.94922,36946.59766,36946.59766,7.41E+11,0.11246
36931.07813,37989.97266,36755.37109,37111.01953,37111.01953,7.77E+11,0.10457
37034.26563,37329.56641,35913.16016,36272.56641,36272.56641,7.55E+11,0.09865
36188.30859,36588.44531,34176.72656,34968.12891,34968.12891,9.11E+11,0.08681
35008.79688,35160.08594,34016.66797,34793.02344,34793.02344,7.92E+11,0.12825
34758.83984,35875.27734,34491.52344,35443.35938,35443.35938,7.71E+11,0.11049
35398.85156,36083.0625,34978.30859,35215.28125,35215.28125,7.28E+11,0.07497
35290.21094,37443.64063,34819.28125,36733.53125,36733.53125,9.24E+11,0.05327
36723.35156,38669.50391,36625.65625,38490.88281,38490.88281,9.28E+11,0.14008
38531.59766,38682.125,37058.71094,37428.21094,37428.21094,9.18E+11,0.21901
37456.30859,38555.59766,37447.92578,38272.26953,38272.26953,8.30E+11,0.14206
38160.66406,38470.29688,37751.42969,38356.82422,38356.82422,7.94E+11,0.13811
38458.33203,38462.11328,36481.23828,36969.94922,36969.94922,8.40E+11,0.14798
36938.97656,37821.88281,36884.71094,37368.05469,37368.05469,7.33E+11,0.20125
37382.51172,49341.45703,37086.76953,48845.30859,48845.30859,1.93E+12,0.43999
48347.63281,51547.39453,47501.11719,50339.80469,50339.80469,1.70E+12,1.79156
50309.85547,52929.03125,48245.17188,52680.54297,52680.54297,1.60E+12,0.70439
52741.76953,52741.86719,47747.79688,48623.53906,48623.53906,1.38E+12,0.94313
48608.14844,49492.19531,47931.05859,49261.23047,49261.23047,1.23E+12,0.53076
49154.35938,49922.91797,46523.53516,47235.17188,47235.17188,1.22E+12,0.42026
47097.78906,47855.29297,46495.59375,47027.59375,47027.59375,1.13E+12,0.25452
47030.67188,49201.39063,47004.06641,48094.46094,48094.46094,1.18E+12,0.30188
48162.14844,49759.15625,47945.8125,49102.64063,49102.64063,1.15E+12,0.21112
48879.05859,50283.95313,48326.37109,49477.00391,49477.00391,1.23E+12,0.20914
49424.71875,55416.30859,49367.19922,54059.87891,54059.87891,1.65E+12,0.31964
54164.51953,55425.42969,53289.00391,53721.45703,53721.45703,1.59E+12,0.40842
53672.31641,58568.65625,53292.05469,58145.36328,58145.36328,1.78E+12,0.38672
58200.78125,58188.77734,54774.17188,55305.87109,55305.87109,1.42E+12,0.36502
55284.86719,56213.09375,54775.39063,55947.11719,55947.11719,1.36E+12,0.37488
55796.69141,58262.48438,54653.30469,58032.45313,58032.45313,1.44E+12,0.31766
58031.73828,59980.57031,49039.26172,50187.76563,50187.76563,1.82E+12,0.37488
50072.46484,52689.57813,49935.76172,51675.45313,51675.45313,1.36E+12,0.26439
51634.51953,52030.77344,50356.37891,50733.98438,50733.98438,1.18E+12,0.2486
50742.35938,51621.83984,49651.85938,50919.05859,50919.05859,1.19E+12,0.22098
50958.23438,52786.00781,50997.32031,52026.83984,52026.83984,1.26E+12,0.21309
52024.76563,55224.92578,51895.12109,53549.32813,53549.32813,1.33E+12,0.1756
53542.55859,55969.25,53523.07031,55272.53125,55272.53125,1.38E+12,0.31372
55279.94922,55681.90625,54229.85156,54563.32422,54563.32422,1.24E+12,0.26833
54512.16016,54738.98047,51665.28906,52427.80078,52427.80078,1.40E+12,0.2565
52531.14844,60889.77734,51955.58594,59890.58594,59890.58594,2.25E+12,0.30582
59764.07422,63506.05859,58879.82813,62925.22266,62925.22266,2.25E+12,0.75963
62985.5625,66813.79688,62181.87891,64859.34375,64859.34375,2.73E+12,0.90564
65138.875,65339.38281,62878.14453,63610.02734,63610.02734,2.24E+12,0.78923
63499.17188,67247.99219,63522.97656,65888.125,65888.125,2.43E+12,0.53273
65901.32813,66074.71875,64188.67188,64904.01172,64904.01172,2.02E+12,0.39264
64910.64063,65585.88281,62075.69531,62727.15625,62727.15625,2.08E+12,0.33147
62719.01172,64709.07422,60336.32422,64307.63281,64307.63281,1.88E+12,0.31372
64396.32422,64821.71875,62780.64453,63236.37891,63236.37891,1.66E+12,0.29201
63153.65625,65619.60938,63385.92578,64311.98828,64311.98828,1.83E+12,0.29004
64263.63281,67415.79688,64178.43359,66900.67969,66900.67969,2.07E+12,0.28215
66906.20313,70421.1875,66906.20313,70139.14063,70139.14063,2.27E+12,0.38869
70180.80469,70303.46094,68934.46875,69604.64063,69604.64063,1.83E+12,0.45972
69650.67969,71293.80469,67431.125,68233.11719,68233.11719,2.23E+12,0.51497
68187.25,68903.92969,67559.15625,68539.07813,68539.07813,2.06E+12,0.46762
68609.57031,68637.64844,66151.75781,68507.05469,68507.05469,2.24E+12,0.35515
68530.64063,68753.66406,66384.49219,67027.9375,67027.9375,1.99E+12,0.40053
66942.46875,68600.63281,66598.45313,67933.28125,67933.28125,1.89E+12,0.18349
67896.40625,70071.08594,67573.79688,69664.55469,69664.55469,2.28E+12,0.2565
69544.53125,69582.79688,67807.48438,68532.25,68532.25,2.32E+12,0.21309
68621.92188,69132.75,66825.65625,67518.08594,67518.08594,2.34E+12,0.27228
67531.21875,67527.79688,66190.90625,67350.75,67350.75,2.29E+12,0.26242
67423.80469,70975.53125,67356.6875,70935.5,70935.5,2.53E+12,0.32358
70902.49219,70902.49219,68976.58594,69450.53906,69450.53906,2.06E+12,0.34923
69447.25781,69956.16406,68446.07031,69693.84375,69693.84375,2.25E+12,0.38475
69639.82031,72885.57031,68628.34375,68921.14844,68921.14844,1.93E+12,0.28807
68939.92969,69180.76563,68454.74219,69115.34375,69115.34375,1.87E+12,0.21506
69131.76563,69043.75,68515.94531,68788.82031,68788.82031,1.94E+12,0.33542
68819.10156,88047.32813,68801.28906,86661.45313,86661.45313,4.73E+12,0.96286
86733.14844,110624.9453,86414.60938,96346.25781,96346.25781,7.04E+12,1.49165
96632.15625,101393.7109,92686.39063,96563.80469,96563.80469,4.77E+12,1.31604
96628.625,101895.0625,96482.61719,100887.9141,100887.9141,4.00E+12,0.85631
100921.9453,110061.6719,98196.73438,105319.8516,105319.8516,4.39E+12,0.58206
105146.8672,108529.5625,102489.2734,105022.8281,105022.8281,3.77E+12,0.8721
105040.4922,106825.7578,99514.89844,102213.5859,102213.5859,3.76E+12,0.84053
102218.9453,102218.9453,97134.77344,99032.38281,99032.38281,3.13E+12,0.59192
99017.96875,102779.5,98986.82813,100565.0313,100565.0313,3.15E+12,0.64125
100583,100758.9844,87431.64844,90991.46875,90991.46875,3.95E+12,0.57416
90939.67969,91023.3125,87232.13281,89601.98438,89601.98438,3.22E+12,0.43605
89582.40625,92028.95313,87025.48438,88751.45313,88751.45313,2.70E+12,0.34923
88732.58594,94086.88281,87349.8125,94086.88281,94086.88281,2.64E+12,0.31174
94174.64844,95217.11719,87385.69531,89742.89063,89742.89063,3.11E+12,0.50905
89724.1875,93103.9375,88667.85938,92551.07031,92551.07031,2.48E+12,0.36304
92554.64063,93240.94531,89547.24219,89814.45313,89814.45313,2.33E+12,0.42026
89887.74219,94609.20313,89791.90625,93328.16406,93328.16406,2.98E+12,0.40842
93355.38281,94535.39063,91451.77344,93846.52344,93846.52344,2.97E+12,0.4104
93825.11719,94214.27344,91240.03906,92645.47656,92645.47656,2.75E+12,0.30977
92656.28906,93075.10938,85266.46875,87809.98438,87809.98438,3.36E+12,0.28412
87767.80469,88817.49219,86480.71094,87800.83594,87800.83594,3.03E+12,0.3808
87692.91406,90781.10938,85312.84375,85547.5,85547.5,3.34E+12,0.61363
85443.32031,86028.39844,82623.1875,84764.00781,84764.00781,3.87E+12,0.48537
84690.4375,86644.28125,82424.24219,82647.82031,82647.82031,3.20E+12,0.30977
82781.42969,86336.97656,81467.92969,84734.46875,84734.46875,3.52E+12,0.34923
84848.07813,84981.65625,83434.14844,83580.89844,83580.89844,2.39E+12,0.21112
83580.20313,84000.32813,80058.03906,80794.48438,80794.48438,2.74E+12,0.28215
80861.0625,81338.42969,78015.47656,78819.76563,78819.76563,2.94E+12,0.33937
78808.41406,86933.28125,78808.41406,86482.28125,86482.28125,3.57E+12,0.28017
86508.45313,87809.25,84112.23438,85860.64844,85860.64844,3.35E+12,0.28412
85889.77344,86750.00781,85099.57813,86106.36719,86106.36719,3.39E+12,0.21703
86091.51563,93878.23438,85834.57813,92362.26563,92362.26563,4.48E+12,0.30582
92340.60938,95497.85938,88251.75,90892.07031,90892.07031,4.08E+12,0.33345
90822.67188,90993.00781,87951.03906,88470.875,88470.875,3.09E+12,0.20322
88522.82031,89333.1875,84658.92188,87658.59375,87658.59375,3.43E+12,0.22098
87655.29688,91445.73438,87531.47656,87562.60156,87562.60156,3.62E+12,0.2999
87509.11719,88362.46094,85670.60156,87543.77344,87543.77344,2.97E+12,0.29596
87512.91406,89247.72656,86044.79688,87543.11719,87543.11719,2.88E+12,0.27031
87557.8125,92517.39844,86002.32031,90686.25,90686.25,3.59E+12,0.32358
90681.66406,111108.5547,90618.76563,104853.9922,104853.9922,6.45E+12,0.82277
105226.5859,109500.75,98508.86719,99400.03125,99400.03125,6.56E+12,1.14439
99478.86719,109947.1641,99557.35938,104629.0313,104629.0313,5.54E+12,0.86026
104622.8672,110969.1172,103997.9063,108835.8828,108835.8828,5.86E+12,1.58241
108884.7656,122407.6016,107778.7578,120774.8672,120774.8672,6.14E+12,1.10492
120571.3828,126357.1094,110254.3125,113886.3984,113886.3984,7.68E+12,1.40089
113942.4219,115930.1406,101425.8984,106326.1641,106326.1641,6.36E+12,0.96878
106343.8281,107377.2109,102509.3047,103584.1875,103584.1875,3.96E+12,0.47354
103554.4844,115344.4688,102902.0469,113892.5938,113892.5938,4.91E+12,0.52484
113914.3047,113914.3047,105827,109273.6563,109273.6563,4.26E+12,0.59981
109367.2969,110265.2656,106967.1484,109143.125,109143.125,3.75E+12,0.47946
109139.9688,109905.5078,104250.8906,105037.0469,105037.0469,4.05E+12,0.53076
105021.6094,106771.0703,101564.4688,106102.9063,106102.9063,3.82E+12,0.44789
105861.5781,121971.4063,104732.4766,118472.0078,118472.0078,6.40E+12,0.72412
118641,123455.6797,117072.5,121879.2266,121879.2266,5.35E+12,0.81093
121912.7891,133630.4375,118296.1953,132142.6094,132142.6094,6.13E+12,0.43013
132162.4063,142935.4063,131487.7031,139669.1563,139669.1563,7.52E+12,1.33577
139502.6563,139502.6563,134188.3906,136501.1563,136501.1563,4.95E+12,1.33775
136494.375,140883.5313,131893.3125,137395.2344,137395.2344,4.92E+12,0.95497
137466.0938,142395.6875,125278.6875,129301.375,129301.375,5.91E+12,1.1582
129183.2813,136287.0156,126128.0156,136178.7188,136178.7188,5.00E+12,0.82277
136094.6563,137450.8281,132780.7813,133898.6719,133898.6719,4.53E+12,0.72806
134006.75,138211.8594,133058.0313,136366.8281,136366.8281,4.08E+12,0.57811
136326.2656,136848.7969,125467.0547,126647.4141,126647.4141,4.52E+12,0.89183
126534.7109,126476.6016,116960.6406,120162.4766,120162.4766,5.08E+12,0.92735
120199.7578,123280.8203,119382.5625,122515.1641,122515.1641,4.23E+12,0.68663
122465.0703,131330.8438,120418.0703,130834.4766,130834.4766,4.88E+12,0.43802
130678.9453,142488.75,129126.9531,138745.9375,138745.9375,6.08E+12,1.02008
138632.0625,141256.4844,135295.5469,140137.9844,140137.9844,5.54E+12,1.1069
140178.2031,140824.9844,133065.3438,136058.9219,136058.9219,5.15E+12,0.9747
135897.3281,153523.3594,133736.2656,152769.2031,152769.2031,6.45E+12,1.15228
152997.2813,162898.7813,148791.9688,160253.9219,160253.9219,6.41E+12,1.96322
160320,168823.1094,156505,160550.2813,160550.2813,6.93E+12,4.19872
160583.8594,162256.4531,152839.7344,155268.6719,155268.6719,5.85E+12,2.55317
155224.0313,158016.375,150586.2031,157869.0313,157869.0313,5.16E+12,1.73039
158019.1719,165145.9063,157976.6406,163889.1719,163889.1719,5.14E+12,1.18187
163914.9219,164681.0313,159634.0469,162748.7656,162748.7656,5.19E+12,1.91192
162757.8906,162878.1719,157842.9063,159369.9375,159369.9375,3.83E+12,1.46797
159410.2344,159533.0156,153990.4063,158633.2813,158633.2813,4.37E+12,1.46994
158626.1563,163247.2813,157891.9531,160003.8594,160003.8594,5.13E+12,1.47389
160002.7813,158755.1406,153742.6094,156923.5469,156923.5469,4.49E+12,1.26869
156956.7656,163923.1563,156956.7656,160989.8906,160989.8906,5.08E+12,1.09506
161167.4688,169742.6875,160521.5625,164489.75,164489.75,6.36E+12,1.20752
164538.5625,165251.4063,158019.8281,158688.8594,158688.8594,4.64E+12,1.05165
158733.7344,160729.4688,153400.2656,156423.1719,156423.1719,4.51E+12,1.13255
156478.7969,159699.6094,151026.3906,157878.6406,157878.6406,5.10E+12,1.13649
157864.3125,159802.9531,148922.6875,151414.2969,151414.2969,6.42E+12,1.75802
151365.7344,152589.375,128054.3828,132310.4219,132310.4219,6.46E+12,1.61201
132317.75,141252.9219,131360.4531,138942.7656,138942.7656,5.42E+12,0.90367
138948.5625,156976.2813,134397.1094,154568.9844,154568.9844,6.64E+12,0.75766
154640.5156,157572.0625,139281.5625,141393.125,141393.125,6.39E+12,1.10492
141237,145707.2344,132673.2344,142289.0469,142289.0469,5.84E+12,1.08914
142257.2656,143423.5,131426.3594,139107.6719,139107.6719,5.56E+12,0.81883
139213.2656,144806.8594,138495.5313,143383.4844,143383.4844,5.30E+12,0.72806
143311.7031,148164,139087.3906,140176.4375,140176.4375,5.33E+12,0.64125
140013.7344,141227.3594,137626.1719,139077.2188,139077.2188,4.83E+12,0.57614
139108.0156,142535.0781,137873.4375,138456.8906,138456.8906,4.09E+12,0.45183
138694.7188,141396.625,138242.3906,141379.4375,141379.4375,3.93E+12,0.41632
141335.5,147595.5938,140011.5313,145473.7969,145473.7969,4.49E+12,0.57416
145428.5,146438.2031,139911.7188,141228.1094,141228.1094,4.48E+12,0.68466
141308.7344,141906.8594,122006.6406,127558.8672,127558.8672,5.53E+12,0.62546
127641.3438,127188.6016,113906.0313,120525.4609,120525.4609,5.44E+12,0.7478
120740.3672,125409.7969,119082.7344,123971.8672,123971.8672,4.25E+12,0.56035
123956.0625,124315.0625,115393.8828,118938.5156,118938.5156,3.95E+12,0.41434
119035.0547,119715.1172,104554.1406,105696.9609,105696.9609,4.38E+12,0.36304
105799.6953,109259.0469,101038.1094,107237.2813,107237.2813,4.21E+12,0.55838
107210.2734,108638.4141,91412.96094,93720.88281,93720.88281,4.37E+12,0.41434
93611.71094,109880.0547,91471.03906,105948.8047,105948.8047,5.45E+12,0.51694
105811.9766,121080.1328,102662.25,118448.8672,118448.8672,5.73E+12,0.68663
118444.7891,118771.8672,112384.4688,115731.3594,115731.3594,4.69E+12,0.66295
115795.1875,123035.7266,114914.0781,118327.3516,118327.3516,4.44E+12,0.40645
118205.7656,119335.375,114023.3828,117173.1719,117173.1719,3.33E+12,0.4025
117091.1953,118077.3906,108722.5234,112187.8594,112187.8594,3.17E+12,0.41237
112175.2422,112335.8125,105459.5859,106921.1094,106921.1094,3.19E+12,0.4321
106730.5859,113568.7969,104032.8047,111136.9844,111136.9844,3.83E+12,0.4025
111196.0781,113041.9766,109544.5469,110583.5078,110583.5078,3.18E+12,0.4834
110542.125,111976.0938,107523.5859,111676.9453,111676.9453,2.68E+12,0.32358
111690.0781,113272.0234,103851.7734,105263.2656,105263.2656,3.11E+12,0.23085
105259.5547,107069.3125,101077.5391,106318.3828,106318.3828,2.91E+12,0.23085
106321.3047,108195.375,104908.6875,107046.8047,107046.8047,2.91E+12,0.33542
107100.1016,108948.4219,105286.2109,107018.4375,107018.4375,2.72E+12,0.35318
106905.0547,118203.8203,106776.7344,116961.4922,116961.4922,3.62E+12,0.36304
117029.2969,119996.3516,114797.4609,118558.7734,118558.7734,3.53E+12,0.50116
118582.5234,118582.5234,112662.6094,114367.2344,114367.2344,3.47E+12,0.49721
114458.2031,116657.7656,113424.8203,113933.0781,113933.0781,3.03E+12,0.32161
113953.9922,114911.4609,110166.4922,112304.6172,112304.6172,2.93E+12,0.39856
112161.8359,128831.2266,113563.1172,117886.2578,117886.2578,5.03E+12,0.90959
117953.1484,120126.7109,111211.2969,112861.7109,112861.7109,3.94E+12,0.72412
112824.3125,114149.7031,107931.1406,110217.7969,110217.7969,3.77E+12,0.5347
110216.5469,111096.5078,106921.8047,108682.1094,108682.1094,3.66E+12,0.51694
108751.625,109266.0938,101412.9922,102544.7344,102544.7344,3.65E+12,0.33937
102485.9766,105793.0547,100961.9297,103734.9844,103734.9844,3.75E+12,0.2999
103772.9609,110550.1484,103767.3359,108977.4375,108977.4375,3.67E+12,0.26636
108916.3906,109040,104333.4531,104421.3281,104421.3281,3.31E+12,0.30977
104417.9219,105603.8984,100516.5469,101794.2188,101794.2188,3.23E+12,0.31174
101811.3516,103758.2266,92352.09375,92477.47656,92477.47656,3.76E+12,0.2565
92560.49219,95190.92188,88692.34375,92621.63281,92621.63281,4.43E+12,0.32358
92532.23438,93740.4375,88500.59375,90540.75,90540.75,3.64E+12,0.2999
90522.53906,91036.83594,87337.67188,87975.79688,87975.79688,3.00E+12,0.25452
88026.39844,93728.91406,86611.84375,92171.96875,92171.96875,3.32E+12,0.32358
92253.13281,95022.1875,91818.71094,93606.67188,93606.67188,2.84E+12,0.41434
93649.3125,93902.19531,89308.17188,90642.5,90642.5,2.93E+12,0.30385
90700.00781,91225.95313,84938.50781,87727.32031,87727.32031,3.46E+12,0.27228
87710.26563,90298.78906,85827.53906,89021.91406,89021.91406,3.52E+12,0.19928
88996.19531,91726.85938,88457.08594,91512.625,91512.625,3.03E+12,0.24663
91518.6875,91865.07031,87771.34375,89159.11719,89159.11719,2.66E+12,0.22098
89166.91406,90700.90625,86383.00781,87756.92188,87756.92188,2.70E+12,0.19928
87771.58594,91083.32813,87531.72656,89500.59375,89500.59375,3.69E+12,0.26636
89593.53125,89593.53125,87692.54688,88259.67188,88259.67188,3.02E+12,0.19138
88340.29688,88641.61719,80728.95313,81744.70313,81744.70313,3.50E+12,0.25847
81659.59375,81797.20313,77047,77440.75781,77440.75781,3.74E+12,0.28412
77423.45313,79212.73438,75799.32813,77875.71094,77875.71094,2.88E+12,0.31964
77907.32031,79005.53125,76275.15625,78169.96094,78169.96094,2.76E+12,0.19138
78148.84375,80830.82031,78072.57031,80044.97656,80044.97656,2.70E+12,0.1756
80007.34375,82054.42969,78767.26563,81255.76563,81255.76563,2.91E+12,0.30385
81311.375,85621.45313,80897.01563,83688.05469,83688.05469,3.41E+12,0.37488
83745.24219,83787.09375,80722.03906,80990.96875,80990.96875,3.25E+12,0.37488
81018.78906,81064.25781,77394.02344,78278.72656,78278.72656,2.85E+12,0.27031
78268.14844,80873.76563,77388.42188,77802.57031,77802.57031,3.10E+12,0.25452
77812.92188,83845.97656,77415.30469,82347.64844,82347.64844,3.30E+12,0.18349
82320.63281,84817.49219,82225.74219,84138.64844,84138.64844,3.31E+12,0.24466
84222.16406,84454.26563,81695.27344,83659.33594,83659.33594,3.16E+12,0.25255
83587.66406,86656.65625,83488.76563,84315.25,84315.25,3.44E+12,0.31964
